date,weekday,month,is_weekend,is_holiday,weather_score,promo_flag,traffic_count,avg_ticket,total_sales,total_expenses
2025-05-03,5,5,1,0,0.59,0,152,3.48,595.2,221.86
2025-05-04,6,5,1,0,0.861,0,155,4.31,820.48,254.81
2025-05-05,0,5,0,0,0.529,0,121,4.68,655.8,233.25
2025-05-06,1,5,0,0,0.452,0,98,3.91,445.94,159.61
2025-05-07,2,5,0,0,0.73,0,106,4.01,454.8,137.79
2025-05-08,3,5,0,0,0.57,0,125,5.04,720.38,242.05
2025-05-09,4,5,0,0,0.735,0,140,3.59,592.38,236.95
2025-05-10,5,5,1,0,0.472,0,144,4.22,688.86,233.94
2025-05-11,6,5,1,0,0.84,1,178,5.82,1312.25,506.0
2025-05-12,0,5,0,0,0.87,0,121,3.63,521.52,179.28
2025-05-13,1,5,0,0,0.659,0,111,4.07,511.9,157.92
2025-05-14,2,5,0,0,0.759,0,117,3.18,424.51,128.39
2025-05-15,3,5,0,0,0.854,0,138,3.45,517.64,191.05
2025-05-16,4,5,0,0,0.869,0,142,4.18,717.1,267.23
2025-05-17,5,5,1,0,0.477,0,176,3.56,742.05,296.33
2025-05-18,6,5,1,0,0.95,0,153,5.29,957.87,314.73
2025-05-19,0,5,0,0,0.558,0,100,4.46,479.27,142.12
2025-05-20,1,5,0,0,0.714,0,109,4.93,591.22,217.24
2025-05-21,2,5,0,0,0.585,0,116,5.1,635.39,251.55
2025-05-22,3,5,0,0,0.595,0,139,3.28,551.86,167.74
2025-05-23,4,5,0,0,0.711,0,125,4.68,683.07,234.87
2025-05-24,5,5,1,0,0.412,0,140,4.82,776.01,279.13
2025-05-25,6,5,1,0,0.738,0,138,3.95,619.07,244.24
2025-05-26,0,5,0,0,1.0,0,139,4.22,698.35,258.67
2025-05-27,1,5,0,0,0.363,0,101,4.88,530.89,179.05
2025-05-28,2,5,0,0,0.706,0,110,5.32,645.61,228.27
2025-05-29,3,5,0,0,0.43,0,106,4.12,465.11,174.99
2025-05-30,4,5,0,0,0.568,0,133,5.03,763.55,221.49
2025-05-31,5,5,1,0,0.797,0,155,4.79,832.38,326.79
2025-06-01,6,6,1,0,0.872,0,133,3.82,574.68,223.79
2025-06-02,0,6,0,0,0.712,0,114,4.06,533.76,196.11
2025-06-03,1,6,0,0,0.495,1,107,5.15,597.45,241.85
2025-06-04,2,6,0,0,0.897,0,111,4.83,576.09,171.55
2025-06-05,3,6,0,0,0.606,0,107,3.92,460.02,177.99
2025-06-06,4,6,0,0,0.822,0,133,5.47,798.36,278.11
2025-06-07,5,6,1,0,1.0,1,177,4.58,996.05,397.51
2025-06-08,6,6,1,0,0.788,0,137,4.36,654.07,243.82
2025-06-09,0,6,0,0,0.561,0,85,5.23,477.94,145.95
2025-06-10,1,6,0,0,0.607,0,100,3.54,409.36,149.81
2025-06-11,2,6,0,0,0.475,0,91,3.77,380.77,131.76
2025-06-12,3,6,0,0,0.618,1,119,6.3,850.94,291.36
2025-06-13,4,6,0,0,0.352,0,95,3.79,424.65,169.25
2025-06-14,5,6,1,0,0.768,0,140,3.68,610.11,228.12
2025-06-15,6,6,1,0,0.608,0,121,4.09,531.9,169.59
2025-06-16,0,6,0,0,0.682,0,103,3.36,387.5,130.08
2025-06-17,1,6,0,0,0.609,0,103,4.57,534.81,171.42
2025-06-18,2,6,0,0,0.541,0,104,4.47,513.64,184.79
2025-06-19,3,6,0,0,0.411,0,96,4.0,438.05,162.21
2025-06-20,4,6,0,0,0.655,1,130,4.5,680.32,247.65
2025-06-21,5,6,1,0,0.759,0,138,3.9,638.21,234.33
2025-06-22,6,6,1,0,0.909,0,147,4.4,720.89,219.12
2025-06-23,0,6,0,0,0.339,0,87,5.44,540.33,158.44
2025-06-24,1,6,0,0,0.67,1,105,4.92,548.02,208.29
2025-06-25,2,6,0,0,0.391,0,78,4.2,352.38,112.08
2025-06-26,3,6,0,0,0.808,0,114,4.3,521.9,200.89
2025-06-27,4,6,0,0,0.833,0,108,4.3,498.87,195.77
2025-06-28,5,6,1,0,0.823,0,130,4.16,606.11,203.52
2025-06-29,6,6,1,0,0.493,0,111,4.44,546.7,188.73
2025-06-30,0,6,0,0,0.712,0,96,5.68,573.1,195.52
2025-07-01,1,7,0,0,0.568,0,96,3.76,404.28,117.6
2025-07-02,2,7,0,0,0.691,0,108,3.72,457.13,157.38
2025-07-03,3,7,0,0,0.48,0,104,5.41,651.51,206.51
2025-07-04,4,7,0,0,0.805,0,116,3.55,489.0,192.96
2025-07-05,5,7,1,0,0.963,1,162,4.13,812.07,277.27
2025-07-06,6,7,1,0,0.55,0,114,6.1,807.61,242.47
2025-07-07,0,7,0,0,0.845,0,111,3.76,482.75,159.78
2025-07-08,1,7,0,0,0.695,1,110,5.84,684.35,268.58
2025-07-09,2,7,0,0,0.868,0,107,4.1,477.84,155.13
2025-07-10,3,7,0,0,0.708,0,92,4.0,385.66,120.44
2025-07-11,4,7,0,0,0.75,0,107,4.02,462.53,157.85
2025-07-12,5,7,1,0,0.494,0,128,4.34,616.88,187.03
2025-07-13,6,7,1,0,0.829,1,138,4.07,665.12,222.44
2025-07-14,0,7,0,0,0.702,1,108,5.11,621.73,251.48
2025-07-15,1,7,0,0,0.789,0,96,4.19,441.99,150.16
2025-07-16,2,7,0,0,0.618,0,86,4.31,383.04,146.07
2025-07-17,3,7,0,0,0.527,0,106,5.02,587.58,211.14
2025-07-18,4,7,0,0,0.474,0,91,4.25,404.38,157.41
2025-07-19,5,7,1,0,0.645,0,138,5.14,853.88,278.77
2025-07-20,6,7,1,0,0.873,1,145,4.1,681.62,227.15
2025-07-21,0,7,0,0,0.47,0,91,4.57,442.07,141.81
2025-07-22,1,7,0,0,0.656,0,87,4.21,399.55,140.07
2025-07-23,2,7,0,0,0.77,1,111,5.42,652.31,278.74
2025-07-24,3,7,0,0,0.369,0,87,4.7,467.43,154.02
2025-07-25,4,7,0,0,0.099,0,68,4.33,319.28,106.23
2025-07-26,5,7,1,0,0.747,1,157,5.93,1031.52,452.91
2025-07-27,6,7,1,0,0.49,0,109,1.84,239.46,72.08
2025-07-28,0,7,0,0,0.542,0,83,4.38,425.03,133.52
2025-07-29,1,7,0,0,0.59,0,87,3.66,366.58,140.39
2025-07-30,2,7,0,0,0.728,0,101,3.77,399.8,146.75
2025-07-31,3,7,0,0,0.243,0,74,3.9,302.04,120.42
2025-08-01,4,8,0,0,0.774,0,101,3.94,429.47,134.88
2025-08-02,5,8,1,0,0.685,0,143,4.21,671.74,204.45
2025-08-03,6,8,1,0,0.597,0,91,4.14,421.82,164.89
2025-08-04,0,8,0,0,0.654,0,100,3.22,380.72,126.05
2025-08-05,1,8,0,0,0.789,1,104,5.0,557.13,241.99
2025-08-06,2,8,0,0,0.712,0,102,3.99,436.22,172.99
2025-08-07,3,8,0,0,0.476,0,73,4.33,329.94,106.82
2025-08-08,4,8,0,0,0.857,0,117,4.9,687.34,271.06
2025-08-09,5,8,1,0,0.231,0,121,5.0,725.5,287.61
2025-08-10,6,8,1,0,0.729,0,94,3.64,362.45,134.83
2025-08-11,0,8,0,0,0.659,0,112,4.39,569.8,205.3
2025-08-12,1,8,0,0,0.569,0,77,4.36,355.22,105.66
2025-08-13,2,8,0,0,0.616,1,106,4.37,551.25,235.55
2025-08-14,3,8,0,0,0.812,0,91,4.72,451.35,154.7
2025-08-15,4,8,0,0,0.792,0,95,4.32,476.33,153.59
2025-08-16,5,8,1,0,0.74,0,125,4.13,564.59,187.05
2025-08-17,6,8,1,0,0.654,0,97,4.87,533.64,183.09
2025-08-18,0,8,0,0,0.753,1,112,4.97,659.63,229.08
2025-08-19,1,8,0,0,0.718,0,88,3.89,389.17,124.21
2025-08-20,2,8,0,0,0.348,0,78,4.39,378.11,144.58
2025-08-21,3,8,0,0,0.717,0,100,3.96,447.81,139.7
2025-08-22,4,8,0,0,0.875,1,126,5.54,755.07,319.25
2025-08-23,5,8,1,0,0.615,0,123,4.06,572.43,177.65
2025-08-24,6,8,1,0,0.613,0,98,4.68,495.64,169.09
2025-08-25,0,8,0,0,0.641,1,108,5.11,587.72,216.17
2025-08-26,1,8,0,0,0.353,0,85,4.05,381.72,146.0
2025-08-27,2,8,0,0,0.698,0,78,4.66,417.15,142.83
2025-08-28,3,8,0,0,0.468,1,111,4.56,570.93,244.96
2025-08-29,4,8,0,0,0.704,0,86,4.93,447.77,178.34
2025-08-30,5,8,1,0,0.888,0,125,3.91,552.61,220.33
2025-08-31,6,8,1,0,0.112,0,97,4.43,503.64,196.7
2025-09-01,0,9,0,0,0.5,1,84,5.49,496.1,178.79
2025-09-02,1,9,0,0,0.267,0,71,3.68,281.1,94.33
2025-09-03,2,9,0,0,0.467,0,62,3.67,259.08,101.49
2025-09-04,3,9,0,0,0.543,0,79,3.66,313.05,103.97
2025-09-05,4,9,0,0,0.583,0,85,4.1,372.75,114.0
2025-09-06,5,9,1,0,0.465,1,110,5.51,659.91,271.9
2025-09-07,6,9,1,0,0.577,0,95,4.13,453.79,146.73
2025-09-08,0,9,0,0,0.58,0,86,5.19,468.96,186.25
2025-09-09,1,9,0,0,0.83,0,82,3.78,336.78,121.58
2025-09-10,2,9,0,0,0.667,0,83,4.14,395.49,150.41
2025-09-11,3,9,0,0,0.317,0,78,4.64,396.35,120.86
2025-09-12,4,9,0,0,0.84,1,97,5.5,619.67,221.5
2025-09-13,5,9,1,0,0.999,0,128,3.74,532.23,202.56
2025-09-14,6,9,1,0,0.424,1,103,5.67,661.7,231.29
2025-09-15,0,9,0,0,0.653,0,72,3.91,293.12,113.85
2025-09-16,1,9,0,0,0.618,0,61,3.93,260.56,103.22
2025-09-17,2,9,0,0,0.69,0,70,3.48,256.74,86.02
2025-09-18,3,9,0,0,0.931,0,91,5.52,566.75,201.83
2025-09-19,4,9,0,0,0.642,1,102,6.18,687.51,300.01
2025-09-20,5,9,1,0,0.562,0,95,3.93,413.18,150.6
2025-09-21,6,9,1,0,0.792,0,95,4.37,462.09,167.67
2025-09-22,0,9,0,0,0.716,0,73,3.81,287.71,85.46
2025-09-23,1,9,0,0,0.524,0,61,3.28,208.88,76.91
2025-09-24,2,9,0,1,0.738,0,94,4.82,522.79,208.21
2025-09-25,3,9,0,0,0.236,0,65,3.43,247.83,89.74
2025-09-26,4,9,0,0,0.759,0,90,4.08,417.08,147.2
2025-09-27,5,9,1,0,0.711,1,125,4.68,670.96,279.35
2025-09-28,6,9,1,0,0.904,0,95,4.85,536.78,166.36
2025-09-29,0,9,0,0,0.335,1,87,5.43,541.8,224.26
2025-09-30,1,9,0,0,0.731,0,87,4.68,463.27,150.0
2025-10-01,2,10,0,0,0.71,0,77,4.61,377.8,144.94
2025-10-02,3,10,0,0,0.265,0,77,4.42,390.6,134.78
2025-10-03,4,10,0,0,0.596,0,84,4.54,395.63,151.91
2025-10-04,5,10,1,0,0.758,0,116,3.02,394.67,128.19
2025-10-05,6,10,1,0,0.514,0,95,3.52,377.9,116.94
2025-10-06,0,10,0,0,0.608,0,79,4.23,378.38,130.11
2025-10-07,1,10,0,0,0.511,0,83,4.64,430.58,143.97
2025-10-08,2,10,0,0,0.793,1,96,5.28,528.78,193.24
2025-10-09,3,10,0,0,0.785,0,93,5.04,528.43,167.71
2025-10-10,4,10,0,0,0.563,1,97,4.5,465.3,195.72
2025-10-11,5,10,1,0,0.84,0,112,5.14,657.78,215.2
2025-10-12,6,10,1,0,1.0,0,92,4.66,456.22,179.88
2025-10-13,0,10,0,0,0.521,0,73,4.45,364.09,110.84
2025-10-14,1,10,0,0,0.596,0,65,3.62,239.28,92.46
2025-10-15,2,10,0,0,0.814,0,81,4.16,393.14,142.64
2025-10-16,3,10,0,0,0.6,0,83,3.69,338.7,115.9
2025-10-17,4,10,0,0,0.708,0,89,3.4,325.95,118.25
2025-10-18,5,10,1,0,0.605,0,103,4.94,540.82,199.6
2025-10-19,6,10,1,0,0.937,1,130,5.29,758.31,266.9
2025-10-20,0,10,0,0,0.602,0,90,4.06,380.41,131.09
2025-10-21,1,10,0,0,0.476,0,80,3.98,326.8,118.92
2025-10-22,2,10,0,0,0.905,0,78,4.35,371.81,137.42
2025-10-23,3,10,0,0,0.683,1,102,5.53,670.41,243.07
2025-10-24,4,10,0,0,0.54,0,90,4.68,484.0,157.01
2025-10-25,5,10,1,0,0.717,0,124,4.77,635.55,243.87
2025-10-26,6,10,1,0,0.623,0,95,3.43,379.71,114.0
2025-10-27,0,10,0,0,0.716,0,87,4.75,482.94,154.49
2025-10-28,1,10,0,0,0.356,0,82,3.56,304.71,111.7
2025-10-29,2,10,0,0,0.361,1,91,4.97,495.44,195.69
2025-10-30,3,10,0,0,0.707,0,77,3.79,299.76,109.5
2025-10-31,4,10,0,0,0.736,0,100,4.15,488.3,147.67
2025-11-01,5,11,1,0,0.633,0,119,3.83,529.45,198.24
2025-11-02,6,11,1,0,0.939,0,96,3.54,386.28,126.4
2025-11-03,0,11,0,0,0.343,1,92,4.86,485.79,196.45
2025-11-04,1,11,0,0,0.504,0,86,3.55,357.55,105.84
2025-11-05,2,11,0,0,0.555,0,81,4.92,413.45,142.26
2025-11-06,3,11,0,0,0.329,0,86,4.16,380.35,137.22
2025-11-07,4,11,0,0,0.512,0,99,4.41,509.25,172.73
2025-11-08,5,11,1,0,0.494,1,123,5.11,679.97,255.23
2025-11-09,6,11,1,0,0.677,1,129,4.44,639.92,246.96
2025-11-10,0,11,0,0,0.468,0,75,2.9,233.17,69.01
2025-11-11,1,11,0,0,0.654,0,94,3.7,393.97,145.28
2025-11-12,2,11,0,0,0.481,1,99,4.68,506.33,213.31
2025-11-13,3,11,0,0,0.766,0,97,4.15,428.94,131.02
2025-11-14,4,11,0,0,0.567,0,98,3.92,434.21,134.88
2025-11-15,5,11,1,0,0.843,0,126,4.39,600.42,201.5
2025-11-16,6,11,1,0,0.4,0,107,3.52,437.95,148.71
2025-11-17,0,11,0,0,0.375,1,82,4.36,369.94,160.14
2025-11-18,1,11,0,0,0.622,0,77,4.28,379.69,117.51
2025-11-19,2,11,0,0,0.363,1,90,4.48,467.95,180.37
2025-11-20,3,11,0,0,0.778,0,118,4.03,557.76,178.54
2025-11-21,4,11,0,0,1.0,0,110,4.61,585.96,218.17
2025-11-22,5,11,1,0,0.818,0,126,3.06,452.61,177.83
2025-11-23,6,11,1,0,0.599,0,106,4.06,493.78,196.5
2025-11-24,0,11,0,0,0.78,0,106,4.02,490.26,159.56
2025-11-25,1,11,0,0,0.746,0,96,3.4,359.26,133.74
2025-11-26,2,11,0,0,0.505,0,84,5.33,512.06,177.94
2025-11-27,3,11,0,0,0.72,0,101,4.51,486.93,156.56
2025-11-28,4,11,0,0,0.905,0,120,3.42,454.3,169.41
2025-11-29,5,11,1,0,1.0,1,169,5.76,1208.99,497.7
2025-11-30,6,11,1,0,0.462,0,109,5.25,668.8,215.11
2025-12-01,0,12,0,0,0.41,0,78,5.78,481.46,168.86
2025-12-02,1,12,0,0,0.488,1,108,5.94,747.42,318.19
2025-12-03,2,12,0,0,0.811,0,90,3.6,360.6,128.51
2025-12-04,3,12,0,0,0.378,0,105,4.09,461.76,168.59
2025-12-05,4,12,0,0,0.663,0,120,3.75,515.27,156.8
2025-12-06,5,12,1,0,0.813,0,146,4.74,826.59,253.79
2025-12-07,6,12,1,0,0.77,1,159,5.86,1118.81,429.58
2025-12-08,0,12,0,0,0.517,0,91,5.02,494.07,155.23
2025-12-09,1,12,0,0,0.647,0,102,3.56,384.93,121.0
2025-12-10,2,12,0,0,0.733,0,101,4.69,510.27,190.22
2025-12-11,3,12,0,0,0.024,0,83,4.28,398.95,135.25
2025-12-12,4,12,0,0,0.617,0,108,3.65,469.38,171.36
2025-12-13,5,12,1,0,0.507,0,152,3.64,628.94,245.44
2025-12-14,6,12,1,0,0.827,0,125,4.96,703.03,207.27
2025-12-15,0,12,0,0,0.714,0,105,4.54,565.9,197.6
2025-12-16,1,12,0,0,0.585,1,128,5.46,828.2,352.1
2025-12-17,2,12,0,0,0.545,0,103,3.72,444.09,160.37
2025-12-18,3,12,0,0,0.149,0,95,3.85,404.38,132.03
2025-12-19,4,12,0,0,0.671,0,123,3.47,469.53,149.52
2025-12-20,5,12,1,0,0.596,0,137,3.73,553.24,201.41
2025-12-21,6,12,1,0,0.428,0,119,4.23,586.43,174.75
2025-12-22,0,12,0,0,0.381,0,110,4.85,585.77,175.45
2025-12-23,1,12,0,0,0.639,0,94,3.84,402.53,122.77
2025-12-24,2,12,0,1,0.447,0,128,3.98,617.64,201.26
2025-12-25,3,12,0,1,0.444,0,119,4.62,660.38,244.93
2025-12-26,4,12,0,0,0.448,0,116,4.24,564.02,196.89
2025-12-27,5,12,1,0,0.825,0,154,4.65,829.39,299.45
2025-12-28,6,12,1,0,0.586,0,134,4.56,733.47,228.38
2025-12-29,0,12,0,0,0.755,0,128,5.03,783.81,267.07
2025-12-30,1,12,0,0,0.284,0,93,4.42,432.56,159.97
2025-12-31,2,12,0,1,0.459,1,152,5.45,983.46,441.59
2026-01-01,3,1,0,1,0.552,0,103,4.95,556.59,208.31
2026-01-02,4,1,0,0,0.463,0,91,4.15,404.6,127.19
2026-01-03,5,1,1,0,0.688,0,108,4.65,538.33,199.52
2026-01-04,6,1,1,0,0.824,0,109,3.94,463.34,165.29
2026-01-05,0,1,0,0,0.834,0,98,3.94,432.45,137.93
2026-01-06,1,1,0,0,0.674,1,100,5.81,609.74,240.24
2026-01-07,2,1,0,0,0.645,0,74,3.5,284.2,99.41
2026-01-08,3,1,0,0,0.823,0,101,3.92,457.87,169.71
2026-01-09,4,1,0,0,0.716,0,95,4.36,454.27,156.83
2026-01-10,5,1,1,0,0.498,0,104,3.93,458.82,155.58
2026-01-11,6,1,1,0,0.609,1,141,4.82,834.23,342.83
2026-01-12,0,1,0,0,0.451,0,87,3.98,375.64,110.7
2026-01-13,1,1,0,0,0.625,0,93,3.89,399.79,135.93
2026-01-14,2,1,0,0,1.0,0,107,3.99,499.95,190.9
2026-01-15,3,1,0,0,0.411,0,86,4.1,396.32,130.86
2026-01-16,4,1,0,0,0.425,0,85,3.27,306.74,100.86
2026-01-17,5,1,1,0,0.955,0,128,4.26,632.63,218.39
2026-01-18,6,1,1,0,0.75,1,142,4.84,764.7,282.82
2026-01-19,0,1,0,0,0.523,0,95,4.49,492.97,182.02
2026-01-20,1,1,0,0,0.416,0,84,4.8,416.49,122.76
2026-01-21,2,1,0,0,0.909,0,106,4.92,550.9,194.44
2026-01-22,3,1,0,0,0.751,0,105,4.98,591.25,172.67
2026-01-23,4,1,0,0,0.557,0,100,3.78,399.65,135.65
2026-01-24,5,1,1,0,1.0,1,167,5.49,1126.97,473.61
2026-01-25,6,1,1,0,0.466,1,125,4.7,690.11,253.75
2026-01-26,0,1,0,0,0.39,0,91,3.98,385.78,148.35
2026-01-27,1,1,0,0,0.677,0,88,4.36,401.8,137.55
2026-01-28,2,1,0,0,0.582,0,91,3.9,392.11,119.33
2026-01-29,3,1,0,0,0.618,0,108,3.07,386.01,139.51
2026-01-30,4,1,0,0,0.449,1,119,4.67,655.63,273.3
2026-01-31,5,1,1,0,0.656,0,120,3.68,518.83,190.22
2026-02-01,6,2,1,0,0.759,0,127,4.33,611.58,236.34
2026-02-02,0,2,0,0,0.974,0,114,5.07,677.75,239.64
2026-02-03,1,2,0,0,0.636,0,95,4.0,414.89,127.38
2026-02-04,2,2,0,0,0.475,0,92,5.38,543.23,179.39
2026-02-05,3,2,0,0,0.577,0,115,3.3,428.53,141.72
2026-02-06,4,2,0,0,0.783,0,117,4.71,612.32,225.09
2026-02-07,5,2,1,0,0.648,0,120,4.19,586.17,180.42
2026-02-08,6,2,1,0,0.484,1,131,5.42,820.36,333.62
2026-02-09,0,2,0,0,0.591,0,95,4.46,449.52,176.14
2026-02-10,1,2,0,0,0.623,0,101,4.37,466.71,137.28
2026-02-11,2,2,0,0,0.232,0,102,3.26,376.58,148.38
2026-02-12,3,2,0,0,0.583,0,99,3.7,392.99,142.36
2026-02-13,4,2,0,0,0.669,1,129,4.51,643.78,224.45
2026-02-14,5,2,1,0,0.553,1,157,5.11,900.81,396.04
2026-02-15,6,2,1,0,0.711,0,119,3.58,498.55,148.34
2026-02-16,0,2,0,0,0.508,1,113,6.2,833.53,306.98
2026-02-17,1,2,0,0,0.761,0,100,4.67,526.41,167.78
2026-02-18,2,2,0,0,1.0,0,114,4.34,544.69,214.7
2026-02-19,3,2,0,0,0.767,0,93,4.5,475.83,188.56
2026-02-20,4,2,0,0,0.403,0,109,3.2,415.82,141.58
2026-02-21,5,2,1,0,0.448,1,156,5.27,981.14,431.08
2026-02-22,6,2,1,0,0.725,0,129,4.72,738.44,256.1
2026-02-23,0,2,0,0,0.959,0,115,4.95,670.73,200.12
2026-02-24,1,2,0,0,0.769,0,95,4.28,474.73,151.72
2026-02-25,2,2,0,0,0.878,0,105,3.8,461.0,177.95
2026-02-26,3,2,0,0,0.621,0,110,4.63,582.52,178.93
2026-02-27,4,2,0,0,0.937,0,139,3.77,626.33,218.94
2026-02-28,5,2,1,0,0.468,1,146,5.19,880.53,386.02
2026-03-01,6,3,1,0,0.969,0,135,5.53,835.84,262.81
2026-03-02,0,3,0,0,0.581,0,121,4.56,626.06,218.8
2026-03-03,1,3,0,0,0.44,0,97,4.95,548.2,186.72
2026-03-04,2,3,0,0,1.0,0,125,4.23,610.03,198.75
2026-03-05,3,3,0,0,0.514,0,106,4.25,513.05,169.44
2026-03-06,4,3,0,0,0.823,0,133,5.1,767.28,294.62
2026-03-07,5,3,1,0,0.659,1,180,4.72,965.42,347.26
2026-03-08,6,3,1,0,0.62,0,125,4.44,604.99,239.28
2026-03-09,0,3,0,0,0.812,0,128,2.23,341.43,118.43
2026-03-10,1,3,0,0,0.621,0,105,3.71,440.39,155.22
2026-03-11,2,3,0,0,0.399,1,125,5.37,779.23,295.71
2026-03-12,3,3,0,0,0.431,0,102,4.79,576.72,183.6
2026-03-13,4,3,0,0,0.711,0,127,4.59,673.3,243.33
2026-03-14,5,3,1,0,0.652,1,177,4.55,983.46,377.28
2026-03-15,6,3,1,0,0.648,0,117,4.01,507.73,156.6
2026-03-16,0,3,0,0,0.868,0,113,4.92,633.83,243.0
2026-03-17,1,3,0,0,0.716,0,110,4.0,480.96,173.58
2026-03-18,2,3,0,0,0.756,0,97,4.61,489.18,173.44
2026-03-19,3,3,0,0,0.802,0,120,5.16,718.51,282.7
2026-03-20,4,3,0,0,0.662,0,129,4.37,613.15,182.12
2026-03-21,5,3,1,0,0.844,1,180,4.29,875.5,314.19
2026-03-22,6,3,1,0,0.865,1,160,4.07,748.0,267.2
2026-03-23,0,3,0,0,0.566,1,139,5.18,849.84,360.88
2026-03-24,1,3,0,0,0.583,0,82,4.44,401.92,128.6
2026-03-25,2,3,0,0,0.173,0,100,4.56,517.67,186.33
2026-03-26,3,3,0,0,0.838,0,113,4.07,506.89,166.36
2026-03-27,4,3,0,0,0.305,0,108,3.89,460.59,133.58
2026-03-28,5,3,1,0,0.784,0,160,3.75,703.65,204.7
2026-03-29,6,3,1,0,1.0,0,141,4.84,769.38,242.69
2026-03-30,0,3,0,0,0.631,1,125,5.54,796.88,297.57
2026-03-31,1,3,0,0,0.773,0,121,3.86,526.14,166.45
2026-04-01,2,4,0,0,0.717,0,127,3.62,538.34,172.98
